source,target,weight
build credit,pay loan,2
pay for finance,put payment,2
pay for delivery,put payment,2
pay loan,write check,5
pay for delivery,write check,2
build credit,write check,2
write assignment,write check,3
pay for car,put payment,3
fight radical,use sewing machine,2
cut part,wear skirt,2
attach to side,cut part,2
cut end,draw line,3
add at end,attach safety pin to side,2
cut fabric,put on top,2
drill hole,put elastic,2
cut end,drill hole,2
drill hole,sew stitch,3
attach safety pin to side,cut end,3
cut end,sew stitch,2
put elastic,sew stitch,2
use on basis,wear makeup,2
put on wall,use pushpin,2
fight with being,put list,2
fight with being,use in description box,2
fight with being,put card,2
add to post,use business card,2
build desk,put in area,2
build desk,open window,2
build desk,put in mood,2
add trim,put piece,2
clean vent around house,put piece,2
put piece,use vacuum,2
build desk,clean vent around house,2
build desk,use vacuum,2
add storage height to desk,build desk,2
cover logo,use wood filler,3
attach top,use wood filler,3
put on top,use wood filler,3
use wood filler,wear hair,4
fill area,use wood filler,5
add page,use notebook,3
stack workout,write information for essay,2
use finger,work in tick tock,3
sprain of thumb,use finger,3
wear shirt,work in tick tock,5
use cling wrap,work in tick tock,2
use in kitchen,work in tick tock,2
add onto baking dish,work in tick tock,2
use cling wrap,wear shirt,3
use in kitchen,wear shirt,3
add onto baking dish,wear shirt,3
use transfer paper,wear shirt,3
open window,use in room,2
paint on canvas,wear jean,2
paint on canvas,place paint inside gallon size ziploc bag tape,3
place paint inside gallon size ziploc bag tape,wear jean,2
cut to chase,dye hair,2
dye hair,put title,2
dye hair,pack for trip,2
add food dye,dye hair,2
dye hair,stir date,2
drill hole,put in bathroom,2
break habit,wash hair,2
close book,put bit vaseline on pulse point,2
dye hair,put bit vaseline on pulse point,2
cover area,light candle,2
put life in danger,use felt,2
fill eyebrow,use mascara,3
put on brow bone,put on eyelid,2
cut flannel,put stuff,2
iron clothe,wear sweatshirt,2
cut flannel,wear sleeve,2
cut flannel,use scissor,2
use crop,use scissor,2
cut flannel,write letter,4
add glue,cut flannel,2
use mascara,wear on way,2
fill eyebrow,wear on way,2
clean room,eat of roll,2
use planner,write assignment,3
break throughout week,write assignment,3
break throughout week,write schedule,2
read review,use gram of cocoa paste,2
read review,use almond milk,3
open bag of coffee,read review,2
open bag of coffee,put cap,2
put in coffee grinder,use mason jar,2
drink kombucha,use bag,3
use bag,use mason jar,3
put energy,put time towards negativity,4
paint coat,place paint inside gallon size ziploc bag tape,3
paint coat,use oil,2
paint coat,use oil paint,6
paint coat,paint on canvas,5
paint coat,wear jacket,2
place paint inside gallon size ziploc bag tape,use oil paint,2
paint on canvas,use oil paint,4
use oil paint,wear jacket,2
use acrylic paint,use oil paint,2
put on top,use lint roller,2
drink in background,use lint roller,2
paint on canvas,put white,2
put white,use oil paint,2
add touch,use color,2
add blue,add touch,2
add blue,use brush,2
use fan brush,use in life,2
cut shape of tree,use brown,2
use brown,use palette,3
put white,use yellow,5
use bristle ii,use yellow,3
put white,use bristle ii,2
cut shape of tree,use yellow,2
clean room,light candle,3
add glitter,sketch saying with pencil,2
add black,use solution,2
paint gold,use solution,2
sew patch,use crop,2
sew patch,use pillow,2
use pillow,wear sweatshirt,2
use crop,use pillow,2
iron clothe,use pillow,2
sketch saying with pencil,use dowel,2
add to pot,melt wax,3
melt wax,put in container,3
melt wax,wrap wax around pencil,4
melt wax,use mason jar,4
use glass jar for makeup brush storage,use mason jar,2
cut end,draw picture,2
put watch,use ring finger,2
clean room,mop floor,2
throw at school,throw in homeroom,2
meet boy,throw at school,2
meet boy,throw in homeroom,2
throw hundred of residue,throw in homeroom,2
pile on top,throw in homeroom,2
throw in homeroom,throw in trash,2
drop item,use tile,2
place order,use tile,2
pay attention,study note,2
break throughout day,read at night,4
write assignment,write note,2
eat breakfast,stir cereal,2
put contact,use water,2
shower at night,use water,2
use moisturizer,use water,2
use moisturizer,wear makeup to school,6
use at night,wear makeup to school,3
use in morning,wear makeup,2
wear outfit,write zero,2
put effort,write zero,2
put under belt,wear bra,2
wear outfit,wear people,2
throw hat,wear in fall,2
add bit,wear jacket,2
wear jacket,wear to school,2
type word,write stuff,2
write assignment,write stuff,2
lift torso,write stuff,2
read print on tag,type word,2
read print on tag,use for year,2
put disclaimer,wear shirt,2
put disclaimer,put measurement in description,2
put on bed,wear legging,2
pack suitcase,read review,3
pack suitcase,wear shirt,3
pack suitcase,read print on tag,2
put shoe,read print on tag,2
put shoe,wear top,2
clean room,put music,2
use brand,use business card,3
cook dinner,cook on side,2
cook on side,cut into wedge,2
cut into wedge,use lime,2
meet with trainer,use paper towel,2
pack of layer,wear legging,2
put on eye,use finger,2
put on eye,use brush,2
wear jacket,wear sweatshirt,2
add page,rip page,3
paint coat,use in life,2
paint coat,wear jean,2
drink hell,hold watercolor paint,3
paint on canvas,use knife,2
brush brow,fill area,2
meet girl,meet rest of friend,4
meet girl,meet in class,2
meet in class,meet rest of friend,2
stick half,use notebook,3
cut into three,use notebook,3
use note for subject,use notebook,3
put load,throw in closet,2
put load,throw stuff,2
put load,put piece of wood,2
curl hair,iron hair,2
iron hair,use wand,2
iron hair,put hair,2
use lip liner,wear outfit,2
pull piece,put in bun,2
hold hair,wear hair,2
put hairdryer to boy,use bobby pin,2
remove liner,use product,2
fill eyebrow,use concealer,4
put in microwave,wear makeup,2
put food,wear makeup,2
put food,use for time,2
use for time,wear makeup,2
spray wall,use powder,2
fill brow,use milk,3
eat lunch,study note,2
eat lunch,hold phone,2
add barrier,use sheep mask from beauty supply store,2
put on screen,use sheep mask from beauty supply store,2
use school,wear makeup,3
use on drugstore,use school,2
put under eye,use blender,2
use blender,write spot,2
eat breakfast,use computer,2
pull hair,use bobby pin,2
use bobby pin,use tangle brush,2
use bobby pin,use couple of eye pin,2
use bobby pin,use pin,2
add oil,use drop of frankincense,2
pour into mold,use drop of frankincense,2
add coconut milk,use yogurt,2
add coconut milk,add sprinkle of hemp seed,2
freeze for hour,pour water,2
massage into scalp,put hair in bun,5
put hair in bun,use towel,2
use calendula,use herb,2
add tea,add to bath,4
read book on kindle,wear slipper,2
add sage,remove inside,2
add sage,add to tray,2
add pepper,add sage,2
add honey,add sage,2
add sage,roast squash,4
add pepper,roast squash,2
add honey,roast squash,3
pour water,use towel,5
use exfoliant,use molasse,2
use cup of raspberry,use exfoliant,2
use serum,use towel,3
use of gadget,use towel,2
use molasse,use of gadget,2
cut neater to size,use of gadget,2
use of gadget,use serum,2
put sheet,use platform,2
put sheet,use serum,3
cook on stove,use tractor,2
use propane,use tractor,2
add rosemary,pour water,2
add rosemary,rinse with water,2
add rosemary,wash hair,5
rinse with water,use herb,2
rinse with water,use shampoo,2
cut sun in corner,wash hair,2
use herb,wash hair,4
add rosemary,use herb,2
add rosemary,use shampoo,2
cut sun in corner,use herb,3
cut sun in corner,use shampoo,2
use herb,use shampoo,4
put on face,put on skin,2
brush hair,put on skin,2
cut into quarter,put bubble bath,2
add thyme,use herb,2
fill area,put sprig from tree clove,2
add to bowl,work for body butter,2
pour water,use herb,2
clean window,use window cleaner,2
add ice cube,add vinegar,2
clean kitchen,use lemon,3
put in bathroom,put in freezer,2
add vinegar,clean house,2
add vinegar,use house,2
add vinegar,use mop,2
add vinegar,clean floor,2
add vinegar,mop floor,2
clean floor,clean house,2
clean house,mop floor,2
use house,use mop,2
clean floor,use house,2
mop floor,use house,2
add water,add witch hazel,2
add witch hazel,use glass container,2
add material,add water,3
add material,mix with hand,3
add material,build structure,3
add hill,add material,3
add storage height to desk,put animal,2
plant on top,use water,2
clean chicken coop,use straw,2
mix with compost,use straw,2
clean chicken coop,mix with compost,2
mix with compost,stick in ground,2
plant seed,use recipe,3
add garlic,use season,2
add garlic,plant seed,2
use serum,wear hair,2
use epsom salt,use herb,2
add cube,eat fruit,2
blend ice cube,eat fruit,2
brew chamomile tea,drink tea,3
brew chamomile tea,put in sachet,2
brew chamomile tea,use for lavender creme brulee,2
add lavender oil,brew chamomile tea,2
brew chamomile tea,pull flower,2
brew chamomile tea,use lemon,3
add lavender oil,use lemon,2
use finger,use lemon,2
add tea,brew chamomile tea,3
fix bed,put clothe,2
clean vent around house,put laundry,3
put laundry,throw on floor,3
put clothe,work in kitchen,3
clean mess,use laundry basket,2
clean floor,clean mess,2
cook dinner,plant herb,2
clean garbage disposal,throw in trash,3
clean kitchen,use sponge,2
add mint,add rosemary,2
use shave cream,wash body,2
shave leg,use shave cream,3
shave leg,wash body,2
melt over boiler,put measurement in description,2
melt over boiler,use hand mixer,2
use hand mixer,work for body butter,2
add oil,use of choice,2
add oil,put in container,3
put in refrigerator,whip for minute,2
put in refrigerator,shave leg,2
add tea,put in tea bag,4
use in kid room,use shave cream,2
put bit on chest,use shave cream,2
use butter,use shave cream,2
use coconut sugar,use shave cream,2
add lavender oil,use cosmetic,2
add lavender oil,use in kitchen,2
read review,use for table scape,2
add lavender oil,use soap,2
put flower,spray wall,2
add oil,brew chamomile tea,6
add oil,add on top,2
brew chamomile tea,use soap,2
add on top,brew chamomile tea,2
fill with soil,fill with succulent,8
fill with succulent,prune tree,2
clean countertop,put music,3
clean countertop,clean kitchen,3
clean countertop,clean cutting board,2
clean cutting board,clean kitchen,3
cook on side,sweep floor,2
cook on side,light candle,3
light candle,sweep floor,4
add soy ginger sauce,light candle,2
sleep in bed,vacuum couch,2
put sheet,sleep in bed,2
sleep in bed,wash sheet,2
clean house,sweep floor,4
clean house,use cup,2
use space,use wonder noodle,2
fix bunk bed,vacuum floor,2
clean mattress,fix bunk bed,2
clean wall,fix bunk bed,2
fix bunk bed,put clothe,2
clean mattress,clean wall,2
clean mattress,put clothe,2
clean wall,put clothe,2
put clothe,throw in closet,2
put clothe,use section,2
fold corner,put clothe,2
put in bathroom,use steam mop,2
put in bathroom,sweep floor,2
clean makeup brush,sweep floor,2
use blanket,wash bedding,2
mop bathroom,sweep floor,3
clean sink,sweep floor,3
clean bathtub,sweep floor,4
clean area,sweep floor,3
clean house,put tack for tripod,2
clean kitchen,put in mood,2
add mirepoix,chop veggie,2
add mirepoix,freeze for hour,2
add mirepoix,add rosemary,2
add thyme,add veggie,2
condition hair,wear hair,3
brush hair,read chord chart,3
read chord chart,write song,2
put thought,read chord chart,2
add hill,use on property,2
eat meat,slice zucchini,2
pack essential for family,pack suitcase,2
pack essential for family,wear short,2
plant seed,use brand,2
plant seed,use for starter,2
plant seed,put plant,2
plant seed,stick in ground,3
plant seed,set irrigation in fall,2
brew chamomile tea,plant seed,2
plant seed,put mulch on top,3
shave leg,use conditioner,4
use body oil,whip favorite,2
use cream,use foot cream,3
use body oil,use cream,2
use body oil,use foot cream,2
put on skin,use body oil,3
massage material,use body oil,2
brush hair,put hair in bun,2
clean house,fix bed,2
read book,set timer for minute,2
put eye cream under neck,wash face,2
light candle,wash face,2
drink wine,sleep in boy room,2
clear wax of candle jar,drink wine,2
fill with succulent,plant seed,2
mow lawn,plant seed,2
fill with soil,plant seed,3
plant seed,put on top,2
add pleat fabric,mix with compost,2
use product,work for skin,2
brush hair,use attachment,2
cut recipe in half,use purpose flour,2
add peanut butter,use recipe,2
add coconut oil,put in refrigerator,3
clean toilet,put flower,2
put flower,stick with black,2
fix bed,put sheet,3
fix bed,iron clothe,2
dye hair,paint nail,2
mix color,put hair,4
put hair,put in root,2
massage material,put hair,2
bend in front,use concealer,2
use mascara,use palette,2
light candle,stick kid onto page,2
read book around time,stick kid onto page,2
fold cling cat,stick kid onto page,2
add eucalyptus,wash face,2
use herb,use towel,2
use head,use towel,2
use on face,use over body,3
add to bath,wash body,2
put pine cone,remove piece,2
add cinnamon,put pine cone,3
put in center,put pine cone,3
put flower,put pine cone,3
put flower,work way,2
paint pumpkin,put flower,6
add egg,add we reed,2
add we reed,clean wall,2
clean area,mow lawn,2
clean cutting board,mow lawn,2
mow lawn,use on property,2
add eucalyptus,mow lawn,2
use on property,wear boot,2
clean area,wear boot,2
hold for table,use mineral oil,2
stock cutting board,use mineral oil,2
brush tooth,wash in morning,2
brush tooth,use serum,2
use serum,wash face,2
meet people,put skincare product,2
use concealer,wear sunscreen,2
use cream,use moisturizer,2
use bronzer,use concealer,3
pull hair,wash makeup brush,2
put sunscreen on face,use mascara,2
use mascara,wash makeup brush,2
use for year,use mascara,2
use for year,wash makeup brush,2
use school,wash makeup brush,2
use retinol,wash makeup brush,2
add salt,use for foot soak,3
add salt,use epsom salt,2
add to bath,fill bath,2
add to bath,use in shower,2
add honey,add to bath,4
add to bath,cut top of oatmeal container,6
add honey,cut top of oatmeal container,3
add cup of oats,add to bath,2
add oil,add oil of salt,2
add oil,build muscle,2
add to bath,put in tea bag,3
add tea to water,add to bath,2
add ingredient,add to bath,2
add tea to water,put in tea bag,2
massage into scalp,use coconut oil,4
add drop,massage into scalp,2
use blush,wear lash,2
fill brow,use blush,2
drink tea,put in refrigerator,2
drink tea,use lemon,2
drink tea,put in tea bag,2
add sea salt,wear hair,2
paint gold,use eyeliner,3
use lip liner,wear makeup,2
wash makeup brush,wear heel,2
use at night,wash makeup brush,2
use cleanser,use wipe on eye,2
sleep on side,use cleanser,2
add salt,add to bath,2
clean house,clean space,2
burn hand,burn incense,3
burn incense,dust fixture,3
add to sort,plant on top,2
eat dinner,plant on top,2
add spring sing,sing kid part,2
add spring sing,pay for delivery,2
add spring sing,pay for car,2
add spring sing,use part,2
work at restaurant,work in beauty industry,4
add spring sing,work in beauty industry,2
put skincare product,work in beauty industry,3
use oil,wash body,2
use at moment,wear makeup,2
use cream,wear makeup,2
use cream,use product,2
add sugar,put in coffee grinder,2
add olive oil,put in coffee grinder,6
add olive oil,use over body,3
put in coffee grinder,use over body,2
use calendula,use head for dandruff,2
put in container,use soap,2
add salt,use rose,2
add oil of choice,add to bath,2
add drop of oil,add to bath,2
cover jar with lid,use body oil,2
pack lunch,work at restaurant,2
use recipe,work at restaurant,4
add cumin,use recipe,4
add cumin,work at restaurant,4
rinse lentil,use recipe,3
rinse lentil,work at restaurant,3
add cumin,rinse lentil,6
add liquid,rinse lentil,3
put suitcase in level,rinse lentil,3
use body oil,use brush,2
put in bathroom,use glass container,2
put in bathroom,use house,2
fill rest with water,put in bathroom,2
clean mirror,open closet,2
clean mirror,clean room,2
condition hair,put on skin,2
brush in motion,condition hair,2
use dr,use moisturizer,2
put on skin,use dr,2
put over body,use body oil,2
put robe,use body oil,2
put over body,put robe,2
put foot,wear sock,2
pay attention,use cream,2
put hand,use cream,2
add ingredient,use hand mixer,3
add ingredient,pour into mold,4
put in bathroom,put tea light candle,4
put on wall,use laundry basket,2
close door,use laundry basket,2
put on door,use laundry basket,2
use laundry basket,work for kid,2
use in kid room,use laundry basket,2
put piece of wood,use laundry basket,2
put piece of wood,use in kid room,2
pose problem,set tone,2
fill brow,use brow gel,5
put under eye,use mascara,2
add of holiday scent,light candle,2
carve lantern face,light candle,5
light candle,pour water,2
light candle,set vibe,3
connect with nature,light candle,3
brush tooth,drive to gym,2
drive to gym,put skincare product,2
put skincare product,work from home,2
use oil,use over body,2
use mortar,use scrub,2
use applesauce,use mortar,2
use applesauce,use scrub,4
use applesauce,wash body,2
add oil,light candle,2
clean mess,use leave,2
mix with compost,use leave,5
add inch piece of pipe,use leave,2
clean roof,use leave,3
add inch piece of pipe,mix with compost,2
clean roof,mix with compost,2
mix with compost,trim flower plant,2
mix with compost,prune tree,3
use for year,use leave,2
trim flower plant,use leave,2
prune tree,use leave,4
prune tree,trim flower plant,2
clean mess,put in bathroom,2
use air,use glove,2
condition hair,massage into scalp,2
massage into scalp,use conditioner,2
add tablespoon of apple cider vinegar,use conditioner,2
toss in shed,use conditioner,2
drill hole,use can,4
use glass container,use oil,5
use fireplace,use glass container,2
put in bathroom,use fireplace,2
paint pumpkin,put wreath,3
add chicken,write blog post,2
use coffee,use vanilla extract,3
use almond milk,use press,2
add stevia,use almond milk,2
clean window,dust fixture,2
clean window,collect dust,2
clean window,use ghd,2
clean fridge,put in oven,2
add detail,put rug,2
add family to smoothie,put on wall,2
rip radicchio,use rose,2
use product,use rose,2
use rose,use variety,2
put on skin,use aloe vera,2
pack of layer,put on bed,3
pack of layer,put in jumper,2
pack of layer,roast stable for couple,2
put on skin,use bag,2
mix sprinkle on top,wash sink,2
add cost,wear off shoulder,2
wear off shoulder,wear under top,2
wear off shoulder,wear sleeve,2
chop cucumber,put nut,2
use moisturizer,use of gadget,2
use of gadget,wear makeup,2
drop son at school,wear makeup,2
add honey,put in oven,2
add honey,add olive oil,2
add garlic,use mortar,2
add cumin,add garlic,2
add garlic,use yogurt,2
chop veggie,put in microwave,2
add salt,throw in fridge,2
clean toy,sleep in bed,2
light candle,use for linen,2
fix bed,light candle,2
put in refrigerator,use aloe vera,2
cut sun in corner,use aloe vera,2
cut sun in corner,put in refrigerator,2
pour into mold,use for lavender creme brulee,2
pour into mold,use spray,2
pour into mold,stick to bottom,2
add ingredient,put bubble bath,2
pour into mold,use spatula,2
use denture tablet,use spatula,4
use brush,use on cuticle,2
hold watercolor paint,wash item,4
hold watercolor paint,wash bedding,4
hold watercolor paint,stick to rule,2
wash bedding,wash item,4
stick to rule,wash item,2
stick to rule,wash bedding,2
put sheet,use oil,2
cut drying time,use oil,2
add lavender oil,add vinegar,2
put on top,use lemon,2
put in sachet,throw in dryer,2
cut stem,remove piece,2
cut stem,use lime,2
put flower,use lime,2
add rest of orange juice,put in refrigerator,2
pour into container,use blend,2
pour into container,use combination,2
pour into container,spray in hair,2
pour into container,put hair,2
put hair,spray in hair,3
add drop of vitamin e,add oil,5
add oil,use blender,2
add oil,use powder,2
add oil,put chipotle in adobo,2
add of nacho cheese,add oil,2
add of nacho cheese,add topping,2
add of nacho cheese,use avocado,2
add of nacho cheese,cook onion in pepper,2
use eye shadow,wear makeup,2
cover with water,wear hair,3
clean car,put map,2
put map,use paint sponge,2
dust surface,put map,2
clean car,use paint sponge,4
clean car,dust surface,4
dust surface,use paint sponge,4
add olive oil,use cloth,2
use cloth,use on leather area,2
put seat cover,use baking soda,2
put seat cover,work on basement,2
clean car,use lemon,2
clean car,put seat cover,2
clean car,clean purpose cloth,2
put bubble bath,use coconut sugar,2
burn hand,put bubble bath,2
put bubble bath,use baby spa,2
put bubble bath,remove of water,2
use coconut oil,use in shower,2
use light,use space,2
use in kitchen,use space,2
open window,use peppermint,2
open window,spray wall,2
pack of layer,wear on way,5
pack of layer,set vibe,2
hold of camping gear,pack of layer,2
pack of layer,use shampoo,3
pack of layer,throw hat,3
pack for boy,pack of layer,6
throw hat,use shampoo,2
pack of layer,wear of night,2
pack of layer,sleep through night,2
add mint,use mason jar,2
add water,use mason jar,2
brush tooth,drill hole with bit,2
wear in fall,wear short,2
put on top,use avocado oil,2
use avocado oil,use tofu,4
add carrot,use avocado oil,2
add cup of quinoa,use turkey,2
add water,put on taco,2
add water,use turkey,2
add cup of quinoa,add veggie,4
use mask,use vitamin c peel pad,6
use concealer,use cosmetic concealer,2
use blush,use cosmetic concealer,4
use cosmetic concealer,use eye cream,2
use blush,use palette,3
use blush,use eye cream,6
use eye cream,use palette,2
wash face,wash sink,2
use vitamin c serum,wash face,2
use vitamin c serum,wash sink,2
use on occasion,use vitamin c serum,2
use retinol,use vitamin c serum,6
use on occasion,use retinol,2
put shoe,sprinkle on mattress,2
put shoe,use vanilla extract,2
clean toothbrush,use hydrogen peroxide,4
rinse with water,use hydrogen peroxide,2
stick to plastic wrap,use oil,2
use glass,use oil,2
fill spray bottle with water,use oil,2
clean house,put in bathroom,2
cut petal piece,put rock at bottom,2
use face mask,wash face,2
add teaspoon of onion powder,cook rice,2
cook rice,put in degree,2
cook rice,put on top,4
cook rice,pour water,2
add spinach,put on top,3
add lavender oil,put in microwave,2
put in microwave,put on abdomen,3
add rosemary,put in crock pot,2
add garlic,add olive oil,3
add garlic,chop artichoke heart,2
add handful of baby spinach,chop artichoke heart,2
chop artichoke heart,use cream cheese,2
chop artichoke heart,clean area,2
add mayonnaise,chop artichoke heart,2
add oil,add spice,2
add water,put on top,2
fix bed,set timer,2
paint with chalkboard,teach kid,2
hold shape,paint with chalkboard,2
pull textbook,put book,2
put book,read at night,2
put in refrigerator,put on baking sheet,4
put in oven,put in refrigerator,5
add drop of vitamin e,use coconut oil,2
add drop of vitamin e,use oil,2
add drop of vitamin e,put in container,2
use water flosser,wrap ankle weight around leg,2
put in corner,use water flosser,2
chop potato,clean fridge,2
add water,put flower,2
add water with plant food,put flower,2
use color,use cosmetic concealer,2
fill brow,use color,3
paint gold,use mascara,2
use for year carbon black,use mascara,2
put in bun,use iron,2
iron hair,use iron,2
light fire,use word,2
drill screw into anchor,put piece of wood,4
drill screw into anchor,use miter saw,2
put garden bed,put piece of wood,2
put piece of wood,use miter saw,4
drill hole,drill screw into anchor,4
brush hair,use broom,2
add water,wear hair,2
paint wall,paint with chalkboard,2
paint wall,put piece of wood,2
add trim,paint wall,2
paint wall,use in kid room,2
use marker,use miter saw,3
pay attention,use miter saw,3
use miter saw,wear goggle,5
use gorilla glue,use miter saw,2
stick to counter,use miter saw,2
hold wood in place,use miter saw,2
drill hole with bit,drill screw into anchor,2
put on elbow,use stick,2
stick onto wall,use stick,2
add oil,use ingredient,3
add ingredient,bake pumpkin pie for minute,2
add apple,add coconut oil,2
add granny smith apple,use chocolate,2
cook in pan,use raspberry,3
add apple,cook in pan,3
cook in pan,cut into bar shape,2
add bit,cut into bar shape,2
cook egg,use baking soda,2
add honey,cook egg,2
cook egg,use purpose flour,2
add bit,cook egg,2
add apple,roll dough,3
roll dough,use food processor,3
cut into three,roll dough,4
carve lantern face,paint pumpkin,2
add to cooker,put in crock pot,2
put in crock pot,put on top,2
add sage,use cooking oil,2
add garlic,put chipotle in adobo,2
add coconut milk,put chipotle in adobo,2
put chipotle in adobo,put cream on top,2
add olive oil,stack pan,2
roast asparagus,use oil,2
put salmon on top,roast asparagus,2
add cup of water,use scrub,2
add cup of water,use for treatment,2
cook on stove,use scrub,2
open pore,put on skin,3
add tea to water,use in shower,3
fill with succulent,put in container,2
fill with succulent,use as centerpiece,2
fill with succulent,open window,2
add life to place,fill with succulent,2
fill wall,fill with succulent,2
hold wood in place,rub stain,2
add half of cup,rub stain,2
put hole in wall,put shelf,2
put on top,use anchor,3
drill screw into anchor,use anchor,5
drill screw into anchor,put on top,2
drill screw into anchor,hold wood in place,2
drill hole with bit,use miter saw,2
put piece of wood,wear goggle,2
drill hole with bit,put piece of wood,2
drill hole,put piece of wood,2
add cup of quinoa,chop onion,2
add cup of quinoa,use recipe,2
add cup of quinoa,put on top,2
add cup of quinoa,add spinach,2
add cup of quinoa,add tablespoon of balsamic vinegar,2
add cup of quinoa,put in refrigerator,2
add tomato,use bon ami,2
add tomato,put in refrigerator,2
put in refrigerator,use bon ami,2
pour color at time,put in refrigerator,2
put in refrigerator,work on side,2
add avocado in salad,use bread,3
add spinach,use bread,3
fill space,use for year,2
set tone for home,stick to plan,3
set tone for home,sleep through night,2
add to routine,stick to plan,2
sleep through night,stick to plan,2
put in crib,sleep through night,3
clean mattress,fix bed,2
fix bed,sleep in bed,2
clean kitchen,use end s lemon spray,2
use fabric softener,use method,2
clean makeup brush,use fabric softener,2
use fabric softener,use towel,2
sweep floor,use fabric softener,2
use fabric softener,use steam mop,2
dust surface,use steam mop,2
dust blind,use steam mop,2
clean toilet,use tile,2
clean toilet,use scrub,2
clean bathtub,use scrub,2
clean bathtub,use squeegee,2
clean toilet,use squeegee,2
clean kitchen,clean toilet,2
add blueberry into baking dish,use bag,2
chop quarter of avocado,use bag,2
add cup of mango,use bag,2
add teaspoon of chia seed,use chocolate chip,3
put on top,use mason jar,3
add coconut milk,put in smoothie,2
cut into bar shape,put in ziploc bag,3
put in container,use almond,2
paint with chalkboard,roll diy decoration for snow cover candle,2
paint with chalkboard,write note,2
paint with chalkboard,put in container,2
use cookie sheet as magnet board medicine cup tea light,use toilet paper roll,3
put blanket in basket,use toilet paper roll,2
put piece of wood,use lint roller,2
drive to school,set timer for minute,2
catch breath,set timer for minute,2
use box,use sharpie,2
put dot,use box,2
put clothe in room,put trash bag,2
put trash bag,throw stuff,3
put hanger,put trash bag,2
add tea,open bag of coffee,2
add tea,cover with water,2
add tea,use arm,2
add tablespoon of apple cider vinegar,use coconut oil,3
connect to breast shield,prepare uterus for childbirth,2
connect to breast shield,pay for car,2
connect to breast shield,put membrane on valve,2
boil water,put membrane on valve,3
put membrane on valve,read manual,2
boil water,connect to breast shield,3
connect to breast shield,read manual,4
boil water,read manual,4
clean space,read manual,2
cut inch width of tubing,read manual,2
add pesto on top,cook pasta,2
mix with fork,put cauliflower,2
bake in kitchen,put cauliflower,2
pour of batter,put cauliflower,3
add honey to buffalo,pour of batter,2
add honey to buffalo,cook for minute,4
add honey,add honey to buffalo,4
add oil of salt,slice zucchini,2
add cilantro,pull marinade over skewer stick,2
add blueberry into baking dish,stir cereal,3
put on side,stir cereal,3
stir cereal,use lemon,3
add sugar,use lemon,2
add sugar,stir cereal,3
put sugar,stir cereal,3
add to mix,stir cereal,3
add cup of blueberry,squeeze lemon juice,2
add cup of blueberry,use coconut sugar,2
add cup of blueberry,use lemon,3
squeeze lemon juice,use coconut sugar,2
use coconut sugar,use lemon,2
fill with water,use lemon,2
put in ziploc bag,put on eye,2
add witch hazel,use aloe vera,2
add witch hazel,use cup,2
add drop of tea tree oil,add witch hazel,4
add lavender oil,add witch hazel,2
add drop of tea tree oil,add lavender oil,2
use blender,use hand mixer,2
add to sandwich,use fruit,2
add to sandwich,blend ice cube,2
blend ice cube,put in freezer,2
add to lunchbox container,blend ice cube,2
add bay leave,pack of layer,2
add bay leave,put in ziploc bag,2
fill with sand,put beach toy,3
put beach toy,put chair,2
add bay leave,put beach toy,2
put pajama,put underwear,2
wear on day,wear on way,2
use bag,wear on day,2
use as space meal,wear on day,2
put in container,use coconut yogurt,2
pour into container,use yogurt,2
put in oven,use coconut sugar,2
add stevia,put in oven,2
add ice,put in container,2
add water,fill surface spray with concentrate,2
add water,use grape,2
use lemon,use strawberry,2
use coconut sugar,use strawberry,2
put hair,remove makeup,4
brew chamomile tea,use agave,2
add honey,brew chamomile tea,2
brew chamomile tea,put popsicle stick,2
put popsicle stick,use agave,2
add honey,put popsicle stick,2
use over body,use vanilla extract,2
add coconut oil,put into boiler,2
add drop of vitamin e,cover jar with lid,2
add drop of vitamin e,use glove,2
use box,use paint,2
put pen,use paint,2
use box,wear in summer,2
put on top,use box,2
use cleanser,use serum,2
use of gadget,use spatula,2
pull skin,use spatula,2
fill with puff,use serum,2
put on eye,use globe,2
put on eye,use serum,2
put on eye,stir for minute,2
put on eye,sleep in bed,2
add drop of oil,pour water,2
put on surface,scratch counter,2
clean window,put on surface,2
put cap,put on surface,2
put on surface,use window cleaner,2
clean steel appliance,use mask,2
use amount,work on steel,2
use amount,use mask,2
use product,work on steel,2
use mask,work on steel,4
use mask,use product,2
open window,use mask,2
clean sink,use water,3
use baking soda,use water,2
clean dish,use baking soda,2
throw in trash,use lemon,2
add ice cube,throw in trash,2
throw in trash,use tablet,2
use agave,use vanilla extract,3
set for hour,use almond milk,2
use echo shield number,wash body,2
use echo shield number,use foundation,2
fill brow,use eye pencil,7
add coconut milk,use almond milk,2
add coconut milk,use powder,2
add cup of quinoa,use ton,2
add jasmine,use corn,2
add bean,add olive oil,2
add bean,add jasmine,2
add bean,add cilantro,2
chop onion,use cheesecloth,2
add beef,use cheesecloth,2
plant seed,put popsicle stick,3
drill hole,plant seed,2
add sage,pile on top,2
add sage,use twine,2
burn incense,pile on top,2
add sage,burn incense,3
burn incense,use twine,2
add at end,use mason jar,2
put on internet,use mason jar,2
use in description box,use mason jar,2
add glue,use soapstone for depth,2
fold in half,put piece,3
fold in half,use head,2
add cheese,chop cucumber,2
add to meal,chop cucumber,2
add to mixture,use coconut sugar,2
